Model,Average ⬆️,Submission Date,Hub License,Type,#Params (B),rebuilt
IlyaGusev/gemma-2-2b-it-abliterated,16.705746365531194,2025-01-07,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",2.614,36.981132075471706
IlyaGusev/gemma-2-9b-it-abliterated,31.294229585782904,2025-01-07,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",9.242,76.50494159928122
Infinirc/Infinirc-Llama3-8B-2G-Release-v1.0,13.16266165602399,2024-09-29,llama3,🔶 fine-tuned on domain-specific datasets,8.03,40.799640610961376
Intel/neural-chat-7b-v3,18.069527284193285,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.0,49.514824797843666
Intel/neural-chat-7b-v3-1,21.06792676095294,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.242,53.66576819407008
Intel/neural-chat-7b-v3-2,21.471411168582197,2024-06-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.0,55.26504941599282
IntervitensInc/internlm2_5-20b-llamafied,29.216880819026148,2024-11-11,apache-2.0,🟢 pretrained,19.861,75.87601078167117
Invalid-Null/PeiYangMe-0.5,3.4273672940352,2024-12-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,6.061,8.12219227313567
Invalid-Null/PeiYangMe-0.7,4.397279528582866,2024-12-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,6.061,11.59029649595687
Isaak-Carter/JOSIEv4o-8b-stage1-v4,15.66808216767364,2024-08-03,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,39.45193171608266
Isaak-Carter/JOSIEv4o-8b-stage1-v4,15.419272249038904,2024-08-03,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,39.45193171608266
Isaak-Carter/Josiefied-Qwen2.5-7B-Instruct-abliterated,35.06474762506518,2024-09-21,,🔶 fine-tuned on domain-specific datasets,7.616,60.655884995507634
Isaak-Carter/Josiefied-Qwen2.5-7B-Instruct-abliterated-v2,35.685532582369234,2024-09-21,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,78.8679245283019
J-LAB/Thynk_orpo,17.263933728919593,2024-10-14,,🔶 fine-tuned on domain-specific datasets,3.086,50.67385444743936
JackFram/llama-160m,4.738129846796396,2024-11-30,apache-2.0,🟢 pretrained,0.162,13.836477987421384
JackFram/llama-68m,4.963339700174584,2024-11-30,apache-2.0,🟢 pretrained,0.068,14.150943396226415
Jacoby746/Casual-Magnum-34B,23.79792072114355,2024-10-23,apache-2.0,🔶 fine-tuned on domain-specific datasets,34.389,65.10332434860737
Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,20.186181285193417,2024-09-20,apache-2.0,🤝 base merges and moerges,12.879,53.75561545372866
Jacoby746/Inf-Silent-Kunoichi-v0.2-2x7B,20.01822829916165,2024-09-21,apache-2.0,🤝 base merges and moerges,12.879,55.2021563342318
Jacoby746/Proto-Athena-4x7B,19.77557762348212,2024-09-21,apache-2.0,🤝 base merges and moerges,24.154,53.83647798742138
Jacoby746/Proto-Athena-v0.2-4x7B,19.345307494794017,2024-09-21,apache-2.0,🤝 base merges and moerges,24.154,52.695417789757414
Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,22.48121361701981,2024-09-30,,🤝 base merges and moerges,12.879,59.29020664869722
Jacoby746/Proto-Harpy-Spark-v0.1-7B,19.84999990070571,2024-09-30,apache-2.0,🤝 base merges and moerges,7.242,53.55795148247978
JayHyeon/Qwen-0.5B-DPO-1epoch,7.385732750247261,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,17.053009883198563
JayHyeon/Qwen-0.5B-DPO-5epoch,7.198583184761694,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,14.618149146451035
JayHyeon/Qwen-0.5B-IRPO-1epoch,7.031892544703613,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,13.890386343216532
JayHyeon/Qwen-0.5B-IRPO-5epoch,6.9234686409529,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,14.429469901168016
JayHyeon/Qwen-0.5B-eDPO-1epoch,7.280997177732158,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,16.199460916442046
JayHyeon/Qwen-0.5B-eDPO-5epoch,6.72779460682018,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,12.89308176100629
JayHyeon/Qwen2.5-0.5B-Instruct-SFT,8.158039000338244,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.63,24.159928122192273
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-DPO-1epoch_v1,8.15078478555964,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,22.66846361185984
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-IRPO-1epoch_v1,8.319017359475316,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,25.76819407008087
JayHyeon/Qwen2.5-0.5B-Instruct-SFT-MDPO-1epoch_v1,7.896219502136105,2024-12-26,mit,🔶 fine-tuned on domain-specific datasets,0.494,20.395327942497754
JayHyeon/Qwen2.5-0.5B-SFT,6.611058734039895,2024-12-27,mit,🔶 fine-tuned on domain-specific datasets,0.63,20.12578616352201
JayHyeon/Qwen2.5-0.5B-SFT-1e-4,5.941930910286053,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,11.671159029649596
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-2ep,6.345325435592133,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,14.411500449236295
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-3ep,6.469032763498576,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,13.261455525606468
JayHyeon/Qwen2.5-0.5B-SFT-1e-4-5ep,5.890344422168456,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,13.306379155435758
JayHyeon/Qwen2.5-0.5B-SFT-1e-5,6.664256620538701,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,19.59568733153639
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-2ep,7.003091729061743,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,16.41509433962264
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-3ep,7.740340198303553,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,17.48427672955975
JayHyeon/Qwen2.5-0.5B-SFT-1e-5-5ep,7.8890047643086625,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,23.48607367475292
JayHyeon/Qwen2.5-0.5B-SFT-2e-4,5.555176381236881,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,10.008984725965858
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-2ep,5.51830189312826,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,9.532794249775382
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-3ep,5.465283047679917,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,12.05750224618149
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-5ep,6.087118748270012,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,17.19676549865229
JayHyeon/Qwen2.5-0.5B-SFT-2e-5,6.9691100972452,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,20.575022461814914
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep,7.69236788584868,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,18.79604672057502
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_3e-7-3ep_0alp_5lam,7.460129211594215,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,19.1015274034142
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-1ep_0alp_5lam,7.89170131391145,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.494,18.76909254267745
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-2ep_0alp_5lam,7.618464097122786,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.494,18.16711590296496
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-6-3ep_0alp_5lam,7.868642802061662,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.63,22.24618149146451
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-1ep_0alp_5lam,7.430131653175725,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,18.948787061994608
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-2ep_0alp_5lam,7.336426732183583,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,14.231805929919137
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-3ep_0alp_5lam,7.648469593189115,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,19.730458221024257
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-1ep_0alp_0lam,7.714071022336462,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,20.952380952380953
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-2ep_0alp_0lam,7.634084055658554,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,20.35040431266846
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-6-3ep_0alp_0lam,7.772250160016548,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,21.50943396226415
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-2ep_0alp_0lam,7.773024145558947,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.494,21.087151841868824
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,7.5699062251194,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,18.930817610062892
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-1ep_0alp_0lam,7.393492455729212,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,16.828391734052108
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-2ep_0alp_0lam,7.844417926699584,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,22.039532794249773
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-3ep_0alp_0lam,7.696682188954132,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,20.548068283917342
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-1ep_0alp_0lam,7.753028845132317,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,18.31087151841869
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,7.5524251169059395,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,21.50943396226415
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-3ep_0alp_0lam,7.645766396524414,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,16.765498652291104
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,7.580039598446345,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,15.031446540880502
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,7.682977767911112,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,18.059299191374663
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-2ep_0alp_0lam,7.668495371524835,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,18.544474393530997
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-3ep_0alp_0lam,7.698046996488631,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.63,22.69541778975741
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_1ep_0alp_0lam,7.824147748385339,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,17.717879604672056
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_2ep_0alp_0lam,7.706086604401125,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,15.938903863432166
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-7_3ep_0alp_0lam,7.813940287125231,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,21.86882300089847
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_1ep_0alp_0lam,7.842463015004548,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,17.681940700808628
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_2ep_0alp_0lam,7.58869267971069,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,16.217430368373766
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_7e-7_3ep_0alp_0lam,7.82811926779825,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,17.780772686433068
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-1ep_1alp_0lam,7.958391854528215,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.494,22.00359389038634
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-2ep_1alp_0lam,7.678680596214881,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.494,16.064690026954178
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_1e-7-3ep_1alp_0lam,7.707475337922656,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,20.610961365678346
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_3e-7-3ep_1alp_0lam,7.811415481732978,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,21.18598382749326
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-1ep_1alp_0lam,7.608040308738378,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.494,21.7340521114106
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-2ep_1alp_0lam,7.376023721057838,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.494,20.521114106019766
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-6-3ep_1alp_0lam,7.500614312695059,2025-01-03,,🔶 fine-tuned on domain-specific datasets,0.63,15.858041329739445
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-1ep_1alp_0lam,7.830243972560936,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,17.672955974842765
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-2ep_1alp_0lam,7.764548314144669,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,17.502246181491465
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-IRPO_5e-7-3ep_1alp_0lam,7.87411176143835,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,17.09793351302785
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-1ep_0alp_0lam,7.491580739378782,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.494,15.345911949685537
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-2ep_0alp_0lam,7.496575969696766,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.494,19.82030548068284
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_0.5_1e-7-3ep_0alp_0lam,7.758022627216668,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,20.86253369272237
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6-3ep_0alp_0lam,7.538763276089521,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.63,16.19047619047619
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_1ep_0alp_0lam,7.900913542849916,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,18.185085354896678
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_1e-6_2ep_0alp_0lam,7.872419066693536,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,16.549865229110512
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6-3ep_0alp_0lam,7.662137140256275,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.63,15.965858041329737
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_1ep_0alp_0lam,7.613408611706003,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,21.7340521114106
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_2e-6_2ep_0alp_0lam,7.688163880198053,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,20.575022461814914
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-1ep_0alp_0lam,7.510368922283475,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,20.584007187780774
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-2ep_0alp_0lam,7.696957299033557,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,21.67115902964959
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_3e-6-3ep_0alp_0lam,8.113734287630097,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,24.339622641509433
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-1ep_0alp_0lam,7.472755907553406,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,16.56783468104223
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-2ep_0alp_0lam,7.491778365975214,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.494,17.133872416891283
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-6-3ep_0alp_0lam,7.931808376696927,2025-01-02,,🔶 fine-tuned on domain-specific datasets,0.63,23.495058400718783
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7-3ep_0alp_0lam,7.664774636147854,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.63,18.948787061994608
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_1ep_0alp_0lam,7.6637155055011235,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,16.873315363881403
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_5e-7_2ep_0alp_0lam,7.759729017494784,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,16.909254267744835
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7-3ep_0alp_0lam,7.566871862822331,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.63,15.265049415992813
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_1ep_0alp_0lam,7.522450873561554,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,14.528301886792452
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-MDPO_7e-7_2ep_0alp_0lam,7.658751981428238,2025-01-01,,🔶 fine-tuned on domain-specific datasets,0.494,19.90116801437556
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-3ep,7.452521242968808,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,19.577717879604673
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep,7.715260794976504,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,17.897574123989216
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam,7.834821841142105,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.63,18.70619946091644
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_1ep,7.472893784749629,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,16.406109613656785
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam_2ep,7.494108519452317,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,20.395327942497754
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam,7.453297176972131,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.63,21.20395327942498
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_1ep,7.592452067439491,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,21.635220125786166
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_7e-7_3ep_0alp_0lam_2ep,7.702241458661472,2024-12-31,,🔶 fine-tuned on domain-specific datasets,0.494,21.83288409703504
JayHyeon/Qwen2.5-0.5B-SFT-5e-5,6.609556986596828,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,18.176100628930815
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-2ep,6.850186995920002,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,14.03414195867026
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,7.074425558693155,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,16.343216531895777
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-5ep,7.440232615798167,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,23.018867924528305
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,6.761335194180454,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.63,15.822102425876015
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-2ep,6.502777310751012,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,14.267744833782569
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-3ep,6.894032740125938,2024-12-29,mit,🔶 fine-tuned on domain-specific datasets,0.63,15.974842767295597
JayHyeon/Qwen2.5-0.5B-SFT-7e-5-5ep,6.575560410304202,2024-12-29,,🔶 fine-tuned on domain-specific datasets,0.63,17.906558849955076
JayHyeon/Qwen2.5-0.5B-SFT-DPO-1epoch_v1,6.245597623653178,2024-12-28,mit,🔶 fine-tuned on domain-specific datasets,0.494,17.9874213836478
JayHyeon/Qwen2.5-0.5B-SFT-MDPO-1epoch_v1,6.644463688191298,2024-12-27,mit,🔶 fine-tuned on domain-specific datasets,0.494,20.251572327044023
JayHyeon/Qwen_0.5-DPOP_1e-6-3ep_0alp_5lam,7.889615512040611,2025-01-10,,🔶 fine-tuned on domain-specific datasets,0.63,16.783468104222823
JayHyeon/Qwen_0.5-DPOP_1e-7-3ep_0alp_5lam,7.889282686740077,2025-01-10,,🔶 fine-tuned on domain-specific datasets,0.63,20.143755615453728
JayHyeon/Qwen_0.5-DPOP_3e-6-1ep_0alp_5lam,7.503528444281592,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,15.920934411500449
JayHyeon/Qwen_0.5-DPOP_3e-6-2ep_0alp_5lam,7.695125090795082,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,21.99460916442049
JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,7.64886621890572,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.63,20.260557053009883
JayHyeon/Qwen_0.5-DPOP_3e-7-1ep_0alp_5lam,7.460153325587554,2025-01-15,,🔶 fine-tuned on domain-specific datasets,0.494,14.285714285714288
JayHyeon/Qwen_0.5-DPOP_3e-7-2ep_0alp_5lam,7.630732587028278,2025-01-15,,🔶 fine-tuned on domain-specific datasets,0.494,14.483378256963162
JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,7.691670985905742,2025-01-15,,🔶 fine-tuned on domain-specific datasets,0.63,19.649595687331537
JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,7.493393961856238,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,19.91015274034142
JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,7.718986668912689,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,20.92542677448338
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,7.865443795694458,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.63,17.49326145552561
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,7.62746022008641,2025-01-10,,🔶 fine-tuned on domain-specific datasets,0.63,20.781671159029646
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,7.573179197494986,2025-01-10,,🔶 fine-tuned on domain-specific datasets,0.63,15.63342318059299
JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,6.91953175659681,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,15.27403414195867
JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,8.075905010851175,2025-01-09,,🔶 fine-tuned on domain-specific datasets,0.494,17.951482479784367
JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,7.64297366620885,2025-01-07,,🔶 fine-tuned on domain-specific datasets,0.63,15.678346810422283
JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,7.97015103471792,2025-01-15,,🔶 fine-tuned on domain-specific datasets,0.494,16.199460916442046
